moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,
2020-12-24,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,C,1.0000,1272.0,573.00,159690,155819,-17648,-36077,-0.09952,-0.18800,
2020-12-24,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,P,,13.000,19.000,60055,24967,-3204.0,-7033.0,-0.05065,-0.21978,
2020-12-24,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,C,,37.000,25.000,77124,80995,-2937.0,15492,-0.03668,0.23651,
2020-12-24,Si,Фьючерсный контракт на курс доллар США - российский рубль,F,1.0000,12594,9882.0,405950,686959,111204,117428,0.37729,0.20618,
2020-12-24,Si,Опцион на Фьючерсный контракт на курс доллар США - российский рубль,P,1.0000,682.00,488.00,83144,118232,-33895,-30066,-0.28960,-0.20274,
2020-12-24,Si,Фьючерсный контракт на курс доллар США - российский рубль,F,,192.00,168.00,810065,529056,6812.0,588.00,0.00848,0.00111,
2020-12-24,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",C,1.0000,103.00,87.000,6151.0,6160.0,821.00,925.00,0.15403,0.17670,
2020-12-24,GAZR,"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",F,,21.000,56.000,106159,16438,3228.0,794.00,0.03136,0.05075,
2020-12-24,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",P,,5.0000,5.0000,3491.0,313.00,365.00,2.0000,0.11676,0.00643,
2020-12-24,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",C,,8.0000,7.0000,2785.0,2776.0,196.00,92.000,0.07570,0.03428,
2020-12-24,GAZR,"Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",F,1.0000,1885.0,1410.0,33118,122839,-1749.0,685.00,-0.05016,0.00561,
2020-12-24,GAZR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Газпром""",P,1.0000,88.000,70.000,4008.0,7186.0,261.00,624.00,0.06966,0.09509,
2020-12-24,SNGR,"Фьючерсный контракт на обыкновенные акции ПАО ""Сургутнефтегаз""",F,,9.0000,15.000,8395.0,2684.0,-36.000,48.000,-0.00427,0.01821,
2020-12-24,SNGR,"Фьючерсный контракт на обыкновенные акции ПАО ""Сургутнефтегаз""",F,1.0000,197.00,42.000,227.00,5938.0,43.000,-41.000,0.23370,-0.00686,
2020-12-24,SNGR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Сургутнефтегаз""",C,,1.0000,1.0000,1400.0,1400.0,,,,,
2020-12-24,SNGR,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""Сургутнефтегаз""",P,,1.0000,1.0000,1400.0,1400.0,,,,,
2020-12-24,LKOH,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",F,1.0000,551.00,284.00,4025.0,15196,269.00,-265.00,0.07162,-0.01714,
2020-12-24,LKOH,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",P,1.0000,5.0000,7.0000,262.00,549.00,29.000,29.000,0.12446,0.05577,
2020-12-24,LKOH,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",C,,2.0000,3.0000,3277.0,2266.0,,,,,
2020-12-24,LKOH,"Опцион на Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",P,,1.0000,2.0000,409.00,122.00,,,,,
2020-12-24,LKOH,"Фьючерсный контракт на обыкновенные акции ПАО ""НК ""ЛУКОЙЛ""",F,,17.000,28.000,12005,834.00,-1462.0,-928.00,-0.10856,-0.52667,
